Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Empire Restaurant,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.8,64,700,13.0093455,77.6377094
Mani's Dum Biryani,"Koramangala, South Bangalore", South Bangalore,Bangalore,Biryani,4.5,6,700,12.9340114,77.6222304
Kargeens,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Italian,  Continental,  Coffee",4,127,900,13.0219395,77.5723124
Royal Calcutta,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Bengali,  North Indian,  Chinese",5,1,400,12.9340114,77.6222304
Stoned Monkey,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Desserts,  Ice Cream",4.2,6,400,13.0219395,77.5723124
Frozenheit6,"Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream",3,5,500,13.0005232,77.5496166
Kunafa Lounge,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Desserts,  Drinks",1,6,400,12.9340114,77.6222304
Onesta,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",4.4,65,700,13.0219395,77.5723124
The Druid Garden,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  European,  Asian",4.3,1730,1200,12.99503295,77.55266693
House of Commons,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Italian,  Continental",3.5,7,1400,12.9096941,77.5866067
Bottoms Up Club,"Sanjay Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Continental,  Indian Cuisine,  Italian,  Korean",4.2,16,1000,13.0318634,77.57743831
Paakashala,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  South Indian,  Chinese,  Drinks",4.4,37,600,12.9096941,77.5866067
Wanderers - Craft Brewery and Artisan Cafe,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Asian",4.1,307,1400,13.0221416,77.6403368
Bangalore Bites,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Chinese",3.7,3,300,12.9151772,77.6102821
Ferment,"Banashankari, South Bangalore", South Bangalore,Bangalore,Continental,4.2,122,1000,12.9079236,77.5651087
Thanco's Natural Ice Cream,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",2.6,9,400,12.9079236,77.5651087
Brewklyn Microbrewery,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  Italian,  Chinese,  Continental,  American,  Finger Food",4.3,665,1200,13.0221416,77.6403368
Punjabi Swag,"BTM Layout, South Bangalore", South Bangalore,Bangalore,North Indian,3.9,22,700,12.9151772,77.6102821
Hatti Punjab Di,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian",3.3,15,700,12.9340114,77.6222304
Just Shawarma,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,Lebanese,3.5,4,300,12.9931607,77.5394749
Barbeque Nation,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,415,1800,13.0221416,77.6403368
ABs - Absolute Barbecues,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.3,858,1200,12.9552572,77.6984163
Thanco's Natural Ice Cream,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",4,20,400,12.9151772,77.6102821
Nandhini Deluxe,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",4,2,1300,12.9079236,77.5651087
Onesta,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.1,113,700,12.9096941,77.5866067
Budapest Bake Inn,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Desserts",3.6,4,700,12.9151772,77.6102821
Beijing Bites,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",3.8,60,700,12.9151772,77.6102821
Levels,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Finger Food",4.1,92,1500,12.9096941,77.5866067
Thanco's Natural Ice Cream,"Yeshwantpur, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400,13.02383,77.5529215
Taproom by Sherlock's,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.2,58,1800,12.9096941,77.5866067
California Burrito,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.5,128,500,12.9096941,77.5866067
Antra Veg.,"Banashankari, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",3.8,2,800,12.9079236,77.5651087
Sandwich Hub,"Jayanagar, South Bangalore", South Bangalore,Bangalore,Fast Food,1,1,300,12.93060265,77.59080172
Cream Artisan,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Fast Food",4.1,5,600,12.9151772,77.6102821
Rusty's,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Italian,  American",4.5,20,1100,13.0221416,77.6403368
Based On A True Story - Bistro,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Italian,  Desserts,  Coffee,  Drinks",4.5,33,900,13.0221416,77.6403368
Kanti Sweets,"Mathikere, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",3.9,4,500,13.0328884,77.557374
Kenzai,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Chinese,  Japanese,  Korean",3.3,35,1500,13.0219395,77.5723124
Cucumber Town,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Seafood,  Kerala",5,2,600,12.9151772,77.6102821
Broadway - The Gourmet Theatre,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Japanese,  North Indian,  Continental,  Sushi",4.3,308,1800,12.9116225,77.6388622
Chin Lung Bar & Restaurant,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Continental,  North Indian",4,113,1200,13.0219395,77.5723124
Drunken Monkey,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Juice,  Fast Food",5,6,500,12.9096941,77.5866067
Pingara,"Koramangala, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",3.4,18,1200,12.9340114,77.6222304
Spicy Platter,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Andhra,  Biryani",3.3,4,400,12.9151772,77.6102821
Burp,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Fast Food,  Italian,  Mexican",4.4,96,600,13.0219395,77.5723124
Pavilion Multicuisine Restaurant - Comfort INN Insys,"Mathikere, North Bangalore", North Bangalore,Bangalore,"North Indian,  Italian,  Continental",4.3,127,1000,13.0328884,77.557374
Float Brewery,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"European,  Asian,  North Indian,  Italian",4.1,177,1500,13.0221416,77.6403368
Checkpost,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  South Indian",3.5,4,600,12.9096941,77.5866067
Limitless Bar & Kitchen,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  South Indian",5,2,1000,13.0221416,77.6403368
Go Native,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Health Food,  Modern Indian,  South Indian,  Desserts",4.4,28,800,12.9116225,77.6388622
Kanti Sweets,"Uttarahalli, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4.7,3,500,12.9055682,77.5455438
Chaat Street,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Street Food,  Chaat",5,1,200,13.0221416,77.6403368
Cake Dilim,"Murugeshpalya, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",1,2,400,12.95894065,77.65559175
Express By AB's,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Barbecue",5,1,400,13.0221416,77.6403368
Healthy Fuel,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Health Food,  Shakes",5,2,300,13.0221416,77.6403368
Onesta,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",4.4,70,700,13.0093455,77.6377094
Caffe Pascucci,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Coffee",4.3,78,800,12.9096941,77.5866067
Copper Kitchen,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Arabian",4.1,20,900,12.9116225,77.6388622
Arabian Hot Spot,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Arabian",4.1,15,800,13.0221416,77.6403368
Churn,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Desserts,  Ice Cream",4.8,6,400,13.0219395,77.5723124
Swagatham Rayalaseema Ruchulu,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Andhra,  Biryani",5,1,600,13.0221416,77.6403368
Shanghai Court,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.6,18,700,12.9096941,77.5866067
BYLI - Bet You Love It,"HRBR Layout, East Bangalore", East Bangalore,Bangalore,Continental,4.2,70,500,13.02404,77.6400268
Stoned Monkey,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",4.2,6,400,12.9096941,77.5866067
Taco Bell,"Vega City Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Tex Mex",3.6,10,500,12.9078462,77.60113103
Beijing Bites,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,67,700,13.0219395,77.5723124
Empire Restaurant,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.8,90,700,12.9116225,77.6388622
House of Commons,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Italian,  Continental",4.4,536,1000,12.9116225,77.6388622
Lassi House,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"Fast Food,  Shakes,  Desserts",4,3,300,13.0058357,77.6281321
Cafe Mandala,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"North Indian,  Fast Food",4.2,40,700,13.0219395,77.5723124
Writer's Cafe,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Fast Food,  Drinks",3.9,18,600,13.0221416,77.6403368
AQNI,"HBR layout, North Bangalore", North Bangalore,Bangalore,"North Indian,  Mughlai",3.3,4,500,13.0358698,77.6323597
Copper Pebble,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",3.3,6,800,13.0219395,77.5723124
Dialogues,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Italian,  Fast Food",4.1,8,600,12.9096941,77.5866067
Pizza Stop,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Pizza,  Fast Food",4,1,500,12.9096941,77.5866067
Nandhini Deluxe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",3.5,9,900,12.9096941,77.5866067
Cafe Pink Pajamas,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Fast Food,  Italian,  Coffee",4.2,57,600,13.0221416,77.6403368
Mainland China,"HRBR Layout, East Bangalore", East Bangalore,Bangalore,"Chinese,  Seafood,  Asian",4.3,223,1600,13.02404,77.6400268
Pizza Stop,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"Pizza,  Fast Food",4,2,500,13.0058357,77.6281321
Dark Mandala Art Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Continental,3.7,10,800,12.9096941,77.5866067
Malabar Cafe,"Mathikere, North Bangalore", North Bangalore,Bangalore,"North Indian,  Biryani,  Chinese,  South Indian",3.9,3,400,13.0328884,77.557374
Cuppa Redifined,"Mathikere, North Bangalore", North Bangalore,Bangalore,"Continental,  Fast Food,  Tea",3.7,17,300,13.0328884,77.557374
Beijing Bites,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.1,58,700,13.0221416,77.6403368
Sherlock's Pub,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",4.1,137,1300,13.0221416,77.6403368
Lassi Corner,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream,  Drinks,  Fast Food",1.7,5,300,12.9931607,77.5394749
Empire Restaurant,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.9,75,700,12.9096941,77.5866067
Potteery Nine Cafe,"Hebbal, North Bangalore", North Bangalore,Bangalore,North Indian,4.3,47,1200,13.0382184,77.5919
Sharief Bhai,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Mughlai",3.9,7,600,13.0221416,77.6403368
Sikori,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Street Food,  Mithai",3.8,28,600,13.0221416,77.6403368
Kanti Sweets,"CV Raman Nagar, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",3.6,5,500,12.98509865,77.66311735
Leon Grill,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4,1,600,12.9096941,77.5866067
Kanti Sweets,"Kaggadasapura, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",4.2,5,500,12.9846713,77.6790908
Frozen Bottle,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",3.5,2,400,13.0093455,77.6377094
Kanti Sweets,"PGR Tower,HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",5,4,500,12.9078244,77.6447689
Mani's Dum Biryani,"HSR Layout, South Bangalore", South Bangalore,Bangalore,Biryani,4.1,6,700,12.9116225,77.6388622
Shift,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Chinese,  Continental",4.1,626,1600,12.9116225,77.6388622
Imperio Restaurant,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",3.7,22,700,13.0221416,77.6403368
Basil Bistro,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  North Indian,  Chinese",5,5,1000,12.9116225,77.6388622
California Burrito,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.3,138,500,12.9116225,77.6388622
Punjabi Masala,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Rajasthani,  North Indian",2.4,3,800,12.9079236,77.5651087
Leon Grill,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",3,8,600,13.0221416,77.6403368
Guntur Spice,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Seafood,  Chinese,  South Indian",4,2,400,12.9116225,77.6388622
Go Italia,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza",4.4,5,800,12.9116225,77.6388622
Frozen Bottle,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",4.7,7,400,12.9116225,77.6388622
Mad Over Donuts,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Doughnuts,  Desserts",4.4,21,300,12.9116225,77.6388622
Kanti Sweets,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",3,2,500,12.9116225,77.6388622
Alter Ego D'Deli Cafe,"HRBR Layout, East Bangalore", East Bangalore,Bangalore,"Continental,  Italian,  Burger",3,1,800,13.02404,77.6400268
"Oyster, Bar and Kitchen","HSR Layout, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  South Indian,  Finger Food",4,43,1200,12.9116225,77.6388622
Thanco's Natural Ice Cream,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",3.2,5,400,13.0058357,77.6281321
Dindigul Thalappakatti,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Chinese,  Seafood",4.5,62,800,12.9116225,77.6388622
Tingling Spice,"The Fern Residency,Yeshwantpur, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",4.3,74,1000,13.0271615,77.5438622
Thai Gallery,"Banaswadi, North Bangalore", North Bangalore,Bangalore,Thai,5,1,700,13.0058357,77.6281321
Anjappar Chettinad,"BDA Complex,HSR Layout, South Bangalore", South Bangalore,Bangalore,"South Indian,  Chettinad,  Chinese,  Seafood",3.7,22,700,12.9137415,77.6374623
Thanco's Natural Ice Cream,"Chandra Layout, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",2.1,3,400,12.9861656,77.5819255
Cafe Azzure,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  Pizza",4.1,62,1000,12.9116225,77.6388622
Bonum Cibum,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Lebanese,  Turkish,  Continental",3.9,125,1200,12.9116225,77.6388622
Sichuan,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Asian,  Chinese,  Seafood",3.4,7,700,12.9116225,77.6388622
Pappu Chaiwala Restaurant & Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  North Indian,  Street Food,  Tea",5,1,300,12.9116225,77.6388622
IceBreakers,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Shakes",3.8,2,400,12.9116225,77.6388622
Barbeque Delight,"Bommanahalli, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  Chinese,  South Indian,  Seafood,  Arabian,  Kerala,  Biryani",3.9,5,700,12.9089453,77.6239038
Seven Ate Nine,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Modern Indian,  South Indian",4.4,63,900,12.9116225,77.6388622
Sree Spicy Hub,"Jeevan Bhima Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  Andhra",1,2,500,12.9678074,77.6568367
Trishna,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"South Indian,  Andhra,  North Indian",4.3,6,600,13.0058357,77.6281321
Hustle,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Contemporary Continental,  Italian",5,3,800,12.9116225,77.6388622
Hebe's Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Fast Food",4.6,15,500,12.9116225,77.6388622
Ice Stone,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",4.7,4,400,12.9116225,77.6388622
The Rasoiya Street,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",4.1,179,800,12.9116225,77.6388622
Pie Square,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Fast Food",3,1,800,12.9096941,77.5866067
House Of Lassi,"Bommanahalli, South Bangalore", South Bangalore,Bangalore,"Shakes,  Ice Cream,  Fast Food",5,1,300,12.9089453,77.6239038
Andhra Biryanis,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Biryani",3.9,3,600,13.0422794,77.6248577
Mudpipe Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  Mexican",3.9,213,800,12.9096941,77.5866067
Paakashala,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.3,9,600,12.923482,77.5761514
Sweet Chariot,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,Bakery and Confectionary,1,1,400,12.9931607,77.5394749
Cirkus,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Finger Food,  Fast Food",4.1,175,1600,12.9116225,77.6388622
Leon Grill,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4.3,46,600,12.9116225,77.6388622
Tamarind Tree Top and Garden restaurant,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  South Indian",4.3,6,1200,13.0120218,77.6777817
North Indian Bhukkads,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Biryani,  Chinese",3.4,18,500,13.0422794,77.6248577
The Shack-Restopub,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Biryani",4.1,46,1000,13.0120218,77.6777817
Authentic Andhra Restaurant,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Andhra",3,2,800,12.9116225,77.6388622
Chaai Resto,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Tea,  Fast Food",2,1,200,13.0221416,77.6403368
BANGALORE BOX,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Asian,  Continental",4.3,156,1200,12.9151772,77.6102821
California Burrito,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Mexican,  Fast Food",4.2,46,500,13.0382184,77.5919
Toast On Terrace,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Andhra,  Fast Food",4,16,900,12.923482,77.5761514
T2 Tasty Table Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Street Food",2.9,5,400,12.9116225,77.6388622
Fresh Press Canteen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Fast Food,5,1,500,12.9096941,77.5866067
Tipsy Bull - The Bar Exchange,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Chinese,  Continental",4.3,298,1100,12.9361208,77.6671843
Krazy Adda,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,"Fast Food,  Pizza,  Desserts,  Ice Cream,  Shakes",1,1,400,12.9931607,77.5394749
Frozen Bottle,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",1.5,2,400,12.9096941,77.5866067
Onesta,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.4,125,700,12.9116225,77.6388622
Chef Baker's,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.8,6,600,13.0382184,77.5919
The Big Barbeque,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Barbecue,  Chinese,  Continental",4.1,1066,1800,12.9552572,77.6984163
California Burrito,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.3,113,500,12.9521804,77.6041899
Kung Food,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai",3,1,800,13.0058357,77.6281321
Drunken Monkey,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Juice,  Fast Food",4.7,3,500,12.9521804,77.6041899
Kanti Sweets,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4.3,7,500,12.9361208,77.6671843
Vasudev Adiga's,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",4.2,2,500,12.9521804,77.6041899
Saapad Raman,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"South Indian,  Chettinad",1,1,400,13.0058357,77.6281321
Stoned Monkey,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",3.8,5,400,12.9116225,77.6388622
Beijing Bites,"CV Raman Nagar, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,66,700,12.98509865,77.66311735
Beijing Bites,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.3,102,700,12.9116225,77.6388622
Cafe Mondo,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Chinese,  Fast Food",4.2,19,800,12.9116225,77.6388622
Orbis Restaurant,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Continental,  Chinese,  Arabian",4.4,7,800,13.0422794,77.6248577
Frozen Bottle,"Doddanekundi, East Bangalore", East Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",5,1,400,12.9713194,77.6964768
Simply Indian,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",4.1,92,1500,12.9521804,77.6041899
Mani's Dum Biryani,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Biryani,4.8,14,700,12.9096941,77.5866067
Sands Of Time Restro Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Italian,  Chinese,  Drinks",2.7,9,600,12.9096941,77.5866067
Dr. Sheesha,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental,  Fast Food",3.7,17,900,12.9151772,77.6102821
Shawarma Inc,"Vega City Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Arabian",1,1,300,12.9078462,77.60113103
Spice It,"Hotel Ibis,Bommanahalli, South Bangalore", South Bangalore,Bangalore,"Continental,  European",3.7,94,1800,12.90069725,77.63197041
Shanghai Times,"Vega City Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,Chinese,1,1,400,12.9078462,77.60113103
Chianti,"Bellandur, South Bangalore", South Bangalore,Bangalore,Italian,4.5,59,2200,12.9361208,77.6671843
125 Gms,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",5,2,300,12.9116225,77.6388622
Cuppa Redifined,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Health Food",3.9,29,700,12.9116225,77.6388622
Baohood,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Chinese,  Fast Food",5,1,600,13.0382184,77.5919
Sichuan,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Chinese,  Asian",5,5,800,12.9361208,77.6671843
Empire Restaurant,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.2,71,700,12.9521804,77.6041899
Kanti Sweets,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",5,5,500,12.9965445,77.6927176
Frost & Feather,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Pizza,  Shakes",4.5,2,500,12.9116225,77.6388622
The Urban Gully,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Fast Food,  Chinese,  Drinks",3.6,4,600,12.9116225,77.6388622
The Wokchow,"Mathikere, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai",1,1,400,13.0328884,77.557374
Juice Junction,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Juice",1,1,200,12.9096941,77.5866067
Cream & Fudge,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Shakes",5,1,300,12.9096941,77.5866067
Kanti Sweets,"Jalahalli, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4.3,4,500,13.0394104,77.5197351
Ultimate Cuisine,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"North Indian,  Fast Food",1,2,900,13.0219395,77.5723124
Ching's With A Twist,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Chinese,  North Indian",4.3,3,600,13.0382184,77.5919
Fish & Fries,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Mediterranean,  Seafood",4.2,76,800,12.9116225,77.6388622
